지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,적설(cm),3시간신적설(cm)
112,인천,2024-01-10 22:00,-1.6,,,,2.6,,160,,89,,4.9,-3.1,1013.3,,1022.1,,0.3,
112,인천,2024-01-10 23:00,-1.8,,,,2.4,,160,,89,,4.8,-3.3,1013.1,,1021.9,,0.3,
112,인천,2024-01-11 0:00,-1.8,,,,2,,180,,89,,4.8,-3.3,1013.2,,1022,,0.3,
112,인천,2024-01-11 1:00,-1.9,,,,2.8,,180,,88,,4.7,-3.6,1013,,1021.8,,0.3,
112,인천,2024-01-11 2:00,-2.3,,,,2.5,,160,,88,,4.5,-4,1012.8,,1021.6,,0.3,
112,인천,2024-01-11 3:00,-2.7,,,,2.9,,140,,89,,4.5,-4.2,1012.5,,1021.3,,0.3,
112,인천,2024-01-11 4:00,-2.5,,,,2.3,,140,,90,,4.6,-3.9,1012.7,,1021.5,,0.3,
112,인천,2024-01-11 5:00,-2.4,,,,2,,160,,89,,4.6,-3.9,1012.5,,1021.3,,0.3,
112,인천,2024-01-11 6:00,-2.1,,,,2.2,,140,,89,,4.7,-3.6,1011.7,,1020.5,,0.3,
112,인천,2024-01-11 7:00,-1.8,,,,3,,160,,87,,4.7,-3.6,1011.5,,1020.3,,0.3,
112,인천,2024-01-11 8:00,-1.7,,,,2.9,,140,,87,,4.7,-3.5,1011.3,,1020.1,,0.3,
112,인천,2024-01-11 9:00,-1.1,,,,2.5,,140,,86,,4.9,-3.1,1011.3,,1020.1,,0.3,
112,인천,2024-01-11 10:00,-0.4,,,,3,,160,,83,,4.9,-2.9,1011,,1019.7,,0.3,
112,인천,2024-01-11 11:00,2,,,,2,,180,,75,,5.3,-1.9,1010.6,,1019.3,,0.3,
112,인천,2024-01-11 12:00,2.9,,,,3.5,,180,,73,,5.5,-1.4,1009.6,,1018.2,,0.3,
112,인천,2024-01-11 13:00,3.6,,,,3.8,,200,,71,,5.6,-1.1,1009.1,,1017.7,,0.2,
112,인천,2024-01-11 14:00,4,,,,4.1,,250,,68,,5.6,-1.3,1008.5,,1017.1,,,
112,인천,2024-01-11 15:00,4.6,,,,4.4,,200,,69,,5.8,-0.6,1007.8,,1016.3,,,
112,인천,2024-01-11 16:00,4.7,,,,3.4,,200,,73,,6.2,0.2,1007.7,,1016.2,,,
112,인천,2024-01-11 17:00,4.7,,,,2.8,,230,,74,,6.3,0.4,1007.5,,1016,,,
112,인천,2024-01-11 18:00,4.6,,,,3.4,,250,,77,,6.5,0.9,1007.6,,1016.1,,,
112,인천,2024-01-11 19:00,4.5,,,,4,,250,,78,,6.5,0.9,1007.7,,1016.2,,,
112,인천,2024-01-11 20:00,4.4,,,,3.5,,270,,80,,6.7,1.2,1007.7,,1016.2,,,
112,인천,2024-01-11 21:00,4.3,,,,3.5,,250,,81,,6.7,1.3,1007.6,,1016.1,,,
112,인천,2024-01-11 22:00,4,,,,3.9,,270,,84,,6.8,1.5,1007.6,,1016.2,,,
112,인천,2024-01-11 23:00,3.9,,,,2.5,,270,,84,,6.8,1.4,1007.7,,1016.3,,,
112,인천,2024-01-12 0:00,3.3,,,,2.7,,290,,79,,6.1,0,1008,,1016.6,,,
112,인천,2024-01-12 1:00,2.9,,,,2.6,,270,,77,,5.8,-0.7,1008.4,,1017,,,
112,인천,2024-01-12 2:00,2.3,,,,3,,290,,81,,5.8,-0.6,1008.8,,1017.4,,,
112,인천,2024-01-12 3:00,1.5,,,,3.1,,320,,86,,5.9,-0.5,1009.2,,1017.9,,,
112,인천,2024-01-12 4:00,1.1,,,,3,,320,,85,,5.6,-1.1,1009.3,,1018,,,
112,인천,2024-01-12 5:00,0.6,,,,2.3,,340,,81,,5.2,-2.2,1009.1,,1017.8,,,
112,인천,2024-01-12 6:00,0.3,,,,2.3,,340,,86,,5.4,-1.7,1009.5,,1018.2,,,
112,인천,2024-01-12 7:00,0,,,,3.2,,320,,79,,4.8,-3.2,1010,,1018.7,,,
112,인천,2024-01-12 8:00,-0.3,,,,2.6,,290,,78,,4.7,-3.6,1010.4,,1019.1,,,
112,인천,2024-01-12 9:00,-0.1,,,,2.3,,290,,77,,4.7,-3.6,1010.9,,1019.6,,,
112,인천,2024-01-12 10:00,0.6,,,,3.3,,320,,68,,4.3,-4.6,1011.5,,1020.2,,,
112,인천,2024-01-12 11:00,1.4,,,,2.5,,290,,55,,3.7,-6.6,1011.5,,1020.2,,,
112,인천,2024-01-12 12:00,2.1,,,,3.6,,320,,48,,3.4,-7.7,1011.1,,1019.8,,,
112,인천,2024-01-12 13:00,2.6,,,,3,,290,,41,,3,-9.3,1010.9,,1019.5,,,
112,인천,2024-01-12 14:00,2.9,,,,3.4,,320,,42,,3.2,-8.7,1010.7,,1019.3,,,
112,인천,2024-01-12 15:00,2.7,,,,4.6,,320,,39,,2.9,-9.9,1010.9,,1019.5,,,
112,인천,2024-01-12 16:00,2.5,,,,2.9,,290,,41,,3,-9.4,1011.1,,1019.7,,,
112,인천,2024-01-12 17:00,2,,,,2.7,,290,,45,,3.2,-8.7,1011.7,,1020.4,,,
112,인천,2024-01-12 18:00,1.2,,,,2.1,,290,,52,,3.5,-7.5,1011.7,,1020.4,,,
112,인천,2024-01-12 19:00,1.1,,,,2,,270,,55,,3.6,-6.9,1012.3,,1021,,,
112,인천,2024-01-12 20:00,1.2,,,,2.6,,250,,51,,3.4,-7.8,1012.6,,1021.3,,,
112,인천,2024-01-12 21:00,0.9,,,,2.7,,290,,46,,3,-9.4,1012.7,,1021.4,,,
112,인천,2024-01-12 22:00,0.4,,,,2.9,,320,,49,,3.1,-9,1012.9,,1021.6,,,
112,인천,2024-01-12 23:00,-0.1,,,,2.9,,290,,45,,2.7,-10.6,1013.1,,1021.9,,,
112,인천,2024-01-13 0:00,-0.3,,,,3,,320,,44,,2.6,-11.1,1013.7,,1022.5,,,
112,인천,2024-01-13 1:00,-1,,,,1.9,,320,,50,,2.8,-10.1,1013.6,,1022.4,,,
112,인천,2024-01-13 2:00,-1.4,,,,1.5,,290,,49,,2.7,-10.7,1013.5,,1022.3,,,
112,인천,2024-01-13 3:00,-1.6,,,,2,,290,,54,,2.9,-9.7,1013.7,,1022.5,,,
112,인천,2024-01-13 4:00,-1.4,,,,2.1,,290,,50,,2.8,-10.5,1014,,1022.8,,,
112,인천,2024-01-13 5:00,-1.6,,,,2.1,,320,,60,,3.3,-8.3,1014.5,,1023.3,,,
112,인천,2024-01-13 6:00,-1.5,,,,2.2,,320,,59,,3.2,-8.4,1015,,1023.8,,,
112,인천,2024-01-13 7:00,-1.3,,,,3.4,,340,,52,,2.9,-9.9,1016,,1024.8,,,
112,인천,2024-01-13 8:00,-1.6,,,,1.6,,290,,55,,3,-9.4,1016.4,,1025.2,,,
112,인천,2024-01-13 9:00,-1.2,,,,2.6,,320,,54,,3,-9.3,1016.9,,1025.7,,,
112,인천,2024-01-13 10:00,0.1,,,,3.1,,320,,49,,3,-9.3,1017.6,,1026.4,,,
112,인천,2024-01-13 11:00,0.9,,,,3.1,,20,,41,,2.7,-10.8,1018,,1026.8,,,
112,인천,2024-01-13 12:00,1.5,,,,2.2,,360,,36,,2.5,-11.9,1017.6,,1026.3,,,
112,인천,2024-01-13 13:00,2.5,,,,2.6,,360,,36,,2.6,-11,1017,,1025.7,,,
112,인천,2024-01-13 14:00,3.4,,,,2.1,,290,,33,,2.6,-11.3,1016.6,,1025.3,,,
112,인천,2024-01-13 15:00,3.6,,,,2,,320,,32,,2.5,-11.5,1016.6,,1025.2,,,
112,인천,2024-01-13 16:00,3.8,,,,1.3,,320,,31,,2.5,-11.8,1016.6,,1025.2,,,
112,인천,2024-01-13 17:00,3.1,,,,2.7,,230,,38,,2.9,-9.8,1016.9,,1025.6,,,
112,인천,2024-01-13 18:00,1.6,,,,1.5,,230,,44,,3,-9.3,1016.8,,1025.5,,,
112,인천,2024-01-13 19:00,0.9,,,,0.8,,180,,48,,3.1,-8.8,1017,,1025.7,,,
112,인천,2024-01-13 20:00,0.4,,,,1.7,,160,,50,,3.1,-8.8,1017,,1025.8,,,
112,인천,2024-01-13 21:00,0.5,,,,1.8,,160,,56,,3.6,-7.2,1017.4,,1026.2,,,
112,인천,2024-01-13 22:00,0.2,,,,1.7,,140,,60,,3.7,-6.6,1017.3,,1026.1,,,
112,인천,2024-01-13 23:00,0,,,,2.5,,140,,61,,3.7,-6.6,1016.4,,1025.2,,,
112,인천,2024-01-14 0:00,-0.1,,,,0.9,,110,,65,,3.9,-5.9,1016.2,,1025,,,
112,인천,2024-01-14 1:00,0,,,,1.5,,160,,66,,4,-5.6,1015.8,,1024.6,,,
112,인천,2024-01-14 2:00,-0.1,,,,2.1,,140,,68,,4.1,-5.3,1015.9,,1024.7,,,
112,인천,2024-01-14 3:00,-0.2,,,,1.5,,140,,67,,4.1,-5.5,1015.7,,1024.5,,,
112,인천,2024-01-14 4:00,-0.1,,,,1.2,,160,,65,,3.9,-5.9,1015.2,,1024,,,
112,인천,2024-01-14 5:00,-0.2,,,,1.9,,140,,64,,3.8,-6.2,1014.7,,1023.5,,,
112,인천,2024-01-14 6:00,-0.5,,,,2.5,,140,,65,,3.8,-6.2,1014,,1022.8,,,
112,인천,2024-01-14 7:00,-0.1,,,,1.5,,160,,67,,4.1,-5.5,1014.1,,1022.9,,,
112,인천,2024-01-14 8:00,-0.3,,,,0.7,,160,,67,,4,-5.6,1014.4,,1023.2,,,
112,인천,2024-01-14 9:00,0.8,,,,3.1,,140,,64,,4.2,-5.2,1013,,1021.7,,,
112,인천,2024-01-14 10:00,2.1,,,,4.5,,160,,66,,4.7,-3.6,1012.1,,1020.8,,,
112,인천,2024-01-14 11:00,3.2,,,,6.3,,160,,63,,4.9,-3.1,1011.3,,1019.9,,,
112,인천,2024-01-14 12:00,3.3,,0,,4.3,,180,,75,,5.8,-0.7,1010.3,,1018.9,,,
112,인천,2024-01-14 13:00,3.3,,,9,3.3,,200,,86,,6.6,1.1,1010.5,,1019.1,,,
112,인천,2024-01-14 14:00,3.1,,,9,3,,360,,90,,6.9,1.6,1010.2,,1018.8,,,
112,인천,2024-01-14 15:00,2.2,,1.9,,2,,20,,91,,6.5,0.8,1010.1,,1018.7,,,
112,인천,2024-01-14 16:00,2.1,,,9,3.6,,290,,90,,6.4,0.6,1011.1,,1019.8,,,
112,인천,2024-01-14 17:00,1.8,,,9,5,,320,,89,,6.2,0.1,1012,,1020.7,,,
112,인천,2024-01-14 18:00,0.6,,,9,3.5,,340,,84,,5.4,-1.7,1013,,1021.7,,,
112,인천,2024-01-14 19:00,-0.4,,,9,4.7,,320,,79,,4.7,-3.6,1013.8,,1022.6,,,
112,인천,2024-01-14 20:00,-1.1,,,9,4.5,,340,,77,,4.3,-4.6,1014.5,,1023.3,,,
112,인천,2024-01-14 21:00,-1.7,,,9,3.8,,50,,73,,3.9,-5.9,1015.1,,1023.9,,,
112,인천,2024-01-14 22:00,-2.4,,,9,6.2,,360,,60,,3.1,-9.1,1015.4,,1024.2,,,
112,인천,2024-01-14 23:00,-2.9,,,9,5.3,,290,,56,,2.8,-10.4,1015.8,,1024.7,,,
112,인천,2024-01-15 0:00,-3.4,,,9,4.8,,320,,54,,2.6,-11.3,1016.1,,1025,,,
112,인천,2024-01-15 1:00,-3.8,,,,5.4,,320,,53,,2.4,-12,1016.4,,1025.3,,,
112,인천,2024-01-15 2:00,-4.2,,,,5.1,,320,,50,,2.3,-13,1016.8,,1025.7,,,
112,인천,2024-01-15 3:00,-4.6,,,,5.3,,320,,50,,2.2,-13.4,1017.4,,1026.3,,,
112,인천,2024-01-15 4:00,-5,,,,5.6,,320,,49,,2.1,-14,1017.6,,1026.6,,,
112,인천,2024-01-15 5:00,-5.3,,,,5.4,,20,,48,,2,-14.6,1018.1,,1027.1,,,
112,인천,2024-01-15 6:00,-5.6,,,,4,,290,,48,,1.9,-14.8,1018.5,,1027.5,,,
112,인천,2024-01-15 7:00,-6.1,,,,4,,90,,49,,1.9,-15.1,1019.1,,1028.1,,,
112,인천,2024-01-15 8:00,-6,,,,3.9,,340,,49,,1.9,-15,1019.8,,1028.8,,,
112,인천,2024-01-15 9:00,-5.7,,,,4,,320,,45,,1.8,-15.7,1020.6,,1029.6,,,
112,인천,2024-01-15 10:00,-5.1,,,,5,,340,,43,,1.8,-15.7,1021,,1030,,,
112,인천,2024-01-15 11:00,-4.3,,,,4.8,,320,,41,,1.8,-15.6,1021.1,,1030.1,,,
112,인천,2024-01-15 12:00,-3.3,,,,4.4,,320,,40,,1.9,-15,1020.5,,1029.4,,,
112,인천,2024-01-15 13:00,-2.4,,,,3.4,,290,,42,,2.2,-13.5,1019.9,,1028.8,,,
112,인천,2024-01-15 14:00,-1.6,,,,3.7,,290,,38,,2.1,-14,1019.7,,1028.6,,,
112,인천,2024-01-15 15:00,-0.6,,,,2,,270,,37,,2.2,-13.5,1019.5,,1028.3,,,
112,인천,2024-01-15 16:00,-0.3,,,,2.7,,290,,35,,2.1,-13.9,1019.8,,1028.6,,,
112,인천,2024-01-15 17:00,-0.8,,,,2.1,,320,,41,,2.4,-12.4,1020.2,,1029,,,
112,인천,2024-01-15 18:00,-1.6,,,,2.7,,290,,46,,2.5,-11.7,1020.9,,1029.8,,,
112,인천,2024-01-15 19:00,-2,,,,3.3,,290,,52,,2.8,-10.5,1021.3,,1030.2,,,
112,인천,2024-01-15 20:00,-2.5,,,,3.6,,320,,48,,2.4,-12,1021.6,,1030.5,,,
112,인천,2024-01-15 21:00,-3.2,,,,3.1,,50,,46,,2.2,-13.2,1022.3,,1031.2,,,
112,인천,2024-01-15 22:00,-4,,,,2.6,,20,,50,,2.3,-12.9,1022.5,,1031.5,,,
112,인천,2024-01-15 23:00,-4.6,,,,3.2,,70,,49,,2.1,-13.7,1023,,1032,,,
112,인천,2024-01-16 0:00,-5,,,,3.6,,340,,50,,2.1,-13.8,1022.8,,1031.8,,,
112,인천,2024-01-16 1:00,-5.2,,,,2.3,,20,,51,,2.1,-13.7,1022.4,,1031.4,,,
112,인천,2024-01-16 2:00,-5.3,,,,2.6,,320,,51,,2.1,-13.8,1023,,1032,,,
112,인천,2024-01-16 3:00,-5.4,,,,3.4,,20,,54,,2.2,-13.2,1023,,1032,,,
112,인천,2024-01-16 4:00,-5.6,,,,3.6,,20,,52,,2.1,-13.9,1022.7,,1031.7,,,
112,인천,2024-01-16 5:00,-5.8,,,,2.5,,20,,53,,2.1,-13.8,1023,,1032,,,
112,인천,2024-01-16 6:00,-6.2,,,,0.9,,250,,52,,2,-14.4,1023.9,,1032.9,,,
112,인천,2024-01-16 7:00,-6,,,,1.9,,320,,52,,2,-14.2,1024.3,,1033.3,,,
112,인천,2024-01-16 8:00,-6,,,,2.2,,20,,52,,2,-14.2,1024.6,,1033.6,,,
112,인천,2024-01-16 9:00,-4.5,,,,3.1,,70,,47,,2.1,-14.1,1024.8,,1033.8,,,
112,인천,2024-01-16 10:00,-3.1,,,,3.5,,70,,41,,2,-14.5,1025,,1034,,,
112,인천,2024-01-16 11:00,-1.6,,,,2.5,,50,,36,,2,-14.7,1025.6,,1034.5,,,
112,인천,2024-01-16 12:00,-0.6,,,,0.7,,70,,36,,2.1,-13.8,1025.2,,1034.1,,,
112,인천,2024-01-16 13:00,0.7,,,,1.1,,270,,36,,2.3,-12.7,1024.5,,1033.3,,,
112,인천,2024-01-16 14:00,0.6,,,,2,,320,,38,,2.4,-12.1,1024.1,,1032.9,,,
112,인천,2024-01-16 15:00,1.2,,,,2.5,,290,,37,,2.5,-11.9,1023.8,,1032.6,,,
112,인천,2024-01-16 16:00,1.8,,,,2.1,,290,,36,,2.5,-11.7,1023.4,,1032.2,,,
112,인천,2024-01-16 17:00,1.1,,,,2.5,,290,,36,,2.4,-12.3,1023.6,,1032.4,,,
112,인천,2024-01-16 18:00,0.4,,,,2.3,,340,,36,,2.3,-12.9,1023.8,,1032.6,,,
112,인천,2024-01-16 19:00,0,,,,1.6,,320,,37,,2.3,-12.9,1023.9,,1032.7,,,
112,인천,2024-01-16 20:00,-0.3,,,,1.1,,290,,49,,2.9,-9.7,1023.8,,1032.6,,,
112,인천,2024-01-16 21:00,-0.6,,,,1.2,,290,,58,,3.4,-7.8,1023.8,,1032.7,,,
112,인천,2024-01-16 22:00,-1.3,,,,0,,0,,54,,3,-9.4,1023.3,,1032.2,,,
112,인천,2024-01-16 23:00,-1.2,,,,0.7,,320,,55,,3.1,-9.1,1022.9,,1031.8,,,
112,인천,2024-01-17 0:00,-1.6,,,,0.8,,160,,55,,3,-9.4,1022.8,,1031.7,,,
112,인천,2024-01-17 1:00,-1.4,,,,0.7,,90,,59,,3.3,-8.3,1022,,1030.9,,,
112,인천,2024-01-17 2:00,-0.9,,,,0.5,,340,,56,,3.2,-8.5,1021.8,,1030.6,,,
112,인천,2024-01-17 3:00,-1.1,,,,1.4,,320,,64,,3.6,-7,1021.5,,1030.3,,,
112,인천,2024-01-17 4:00,-1.1,,,,1.5,,320,,62,,3.5,-7.4,1021,,1029.8,,,
112,인천,2024-01-17 5:00,-1.3,,,,2.1,,320,,64,,3.6,-7.2,1020.9,,1029.8,,,
112,인천,2024-01-17 6:00,-0.6,,,,1.2,,70,,62,,3.6,-6.9,1020.4,,1029.2,,,
112,인천,2024-01-17 7:00,-0.3,,,,1.8,,90,,59,,3.5,-7.3,1020.1,,1028.9,,,
112,인천,2024-01-17 8:00,-0.3,,,,1.1,,50,,59,,3.5,-7.3,1020,,1028.8,,,
112,인천,2024-01-17 9:00,0.3,,,,1.3,,140,,59,,3.7,-6.7,1019.8,,1028.6,,,
112,인천,2024-01-17 10:00,0.7,,,,1.1,,270,,64,,4.1,-5.3,1020.4,,1029.2,,,
112,인천,2024-01-17 11:00,0.6,,,9,2,,140,,70,,4.5,-4.2,1019.7,,1028.5,,,
112,인천,2024-01-17 12:00,0.9,,0.7,,1.4,,140,,79,,5.2,-2.3,1018.7,,1027.5,,,
112,인천,2024-01-17 13:00,0.8,,,9,2.7,,90,,87,,5.6,-1.1,1017.5,,1026.3,,0.1,
112,인천,2024-01-17 14:00,0.8,,,9,2.7,,70,,90,,5.8,-0.6,1016.4,,1025.1,,0.1,
112,인천,2024-01-17 15:00,0.7,,2.7,,2.8,,70,,91,,5.8,-0.6,1016,,1024.7,,,0.4
112,인천,2024-01-17 16:00,0.8,,,9,3.3,,70,,92,,6,-0.3,1015.2,,1023.9,,,
112,인천,2024-01-17 17:00,0.9,,,9,2.5,,70,,94,,6.1,0,1014.8,,1023.5,,,
112,인천,2024-01-17 18:00,1.1,,1.9,,2.7,,70,,94,,6.2,0.2,1014.5,,1023.2,,,
112,인천,2024-01-17 19:00,1.1,,,9,1.8,,360,,94,,6.2,0.2,1014.9,,1023.6,,,
112,인천,2024-01-17 20:00,0.8,,,9,2.3,,20,,95,,6.1,0,1014.3,,1023,,,
112,인천,2024-01-17 21:00,1,,1.3,,2.8,,20,,96,,6.3,0.4,1013.7,,1022.4,,,
112,인천,2024-01-17 22:00,0.8,,,9,2.1,,140,,96,,6.2,0.2,1013.8,,1022.5,,,
112,인천,2024-01-17 23:00,0.8,,,9,3.5,,20,,97,,6.2,0.3,1013.1,,1021.8,,,
112,인천,2024-01-18 0:00,0.8,,3.3,,2.7,,180,,97,,6.2,0.3,1012.9,,1021.6,,,
112,인천,2024-01-18 1:00,0.9,,,9,3.7,,20,,97,,6.3,0.4,1012.5,,1021.2,,,
112,인천,2024-01-18 2:00,0.9,,,9,3.6,,20,,97,,6.3,0.4,1012.3,,1021,,,
112,인천,2024-01-18 3:00,1.3,,0.1,,3.6,,90,,96,,6.4,0.7,1012.6,,1021.3,,,
112,인천,2024-01-18 4:00,1.2,,,9,3.5,,70,,94,,6.2,0.3,1012.4,,1021.1,,,
112,인천,2024-01-18 5:00,0.9,,,9,2.9,,320,,93,,6.1,-0.1,1012.5,,1021.2,,,
112,인천,2024-01-18 6:00,1,,,9,3.6,,270,,92,,6.1,-0.1,1013,,1021.7,,,
112,인천,2024-01-18 7:00,1,,,9,3.3,,140,,90,,5.9,-0.4,1013.4,,1022.1,,,
112,인천,2024-01-18 8:00,1,,,9,3.2,,320,,87,,5.7,-0.9,1014.1,,1022.8,,,
112,인천,2024-01-18 9:00,1,,,9,4.3,,20,,86,,5.7,-1,1014.7,,1023.4,,,
112,인천,2024-01-18 10:00,1.3,,,9,3.1,,320,,85,,5.7,-0.9,1015.4,,1024.1,,,
112,인천,2024-01-18 11:00,2.7,,,9,3.2,,20,,82,,6.1,0,1015.4,,1024.1,,,
112,인천,2024-01-18 12:00,3.6,,,9,3.2,,50,,76,,6,-0.2,1014.7,,1023.3,,,
112,인천,2024-01-18 13:00,4.9,,,9,2.6,,50,,74,,6.4,0.6,1014.4,,1023,,,
112,인천,2024-01-18 14:00,6.1,,,9,2.9,,20,,71,,6.7,1.2,1013.9,,1022.4,,,
112,인천,2024-01-18 15:00,7.2,,,9,3.1,,90,,69,,7,1.8,1013.8,,1022.3,,,
112,인천,2024-01-18 16:00,7.6,,,9,2.5,,90,,68,,7.1,2,1014.1,,1022.6,,,
112,인천,2024-01-18 17:00,7.5,,,9,0.7,,50,,68,,7,1.9,1014.6,,1023.1,,,
112,인천,2024-01-18 18:00,6.9,,,9,1.8,,20,,71,,7,1.9,1015.1,,1023.6,,,
112,인천,2024-01-18 19:00,5.8,,,9,2.4,,320,,75,,6.9,1.7,1016.3,,1024.9,,,
112,인천,2024-01-18 20:00,6.4,,,9,4.8,,70,,68,,6.5,0.9,1016.5,,1025.1,,,
112,인천,2024-01-18 21:00,5.8,,,9,5.7,,70,,69,,6.3,0.5,1017.1,,1025.7,,,
112,인천,2024-01-18 22:00,5.7,,,9,5.8,,70,,67,,6.1,0,1017.8,,1026.4,,,
112,인천,2024-01-18 23:00,5.5,,,9,3.9,,70,,68,,6.1,0,1018.1,,1026.7,,,
112,인천,2024-01-19 0:00,5.3,,,9,4.6,,70,,68,,6.1,-0.1,1018.4,,1027,,,
112,인천,2024-01-19 1:00,5.1,,,,3.4,,50,,69,,6.1,-0.1,1018.5,,1027.1,,,
112,인천,2024-01-19 2:00,4.9,,,,3.7,,70,,69,,6,-0.3,1018.5,,1027.1,,,
112,인천,2024-01-19 3:00,4.8,,,,4.4,,70,,69,,5.9,-0.4,1018.7,,1027.3,,,
112,인천,2024-01-19 4:00,4.8,,,,3.8,,50,,70,,6,-0.2,1018.9,,1027.5,,,
112,인천,2024-01-19 5:00,4.8,,,,4.2,,70,,69,,5.9,-0.4,1018.8,,1027.4,,,
112,인천,2024-01-19 6:00,4.8,,,,3.9,,70,,68,,5.8,-0.6,1018.8,,1027.4,,,
112,인천,2024-01-19 7:00,4.9,,,,4.7,,70,,67,,5.8,-0.7,1019.1,,1027.7,,,
112,인천,2024-01-19 8:00,4.7,,,,3.7,,70,,68,,5.8,-0.7,1019.5,,1028.1,,,
112,인천,2024-01-19 9:00,5,,,,4.6,,70,,66,,5.8,-0.8,1019.9,,1028.5,,,
112,인천,2024-01-19 10:00,5.5,,,,4.6,,70,,63,,5.7,-0.9,1020.3,,1028.9,,,
112,인천,2024-01-19 11:00,6.8,,,,3.8,,70,,59,,5.8,-0.6,1020.5,,1029.1,,,
112,인천,2024-01-19 12:00,6.8,,,,3.7,,90,,59,,5.8,-0.6,1019.7,,1028.3,,,
112,인천,2024-01-19 13:00,7.4,,,,4.7,,90,,56,,5.8,-0.8,1018.7,,1027.2,,,
112,인천,2024-01-19 14:00,7.5,,,,5.3,,90,,55,,5.7,-0.9,1018.1,,1026.6,,,
112,인천,2024-01-19 15:00,8.1,,,,3.7,,70,,55,,5.9,-0.4,1017.7,,1026.2,,,
112,인천,2024-01-19 16:00,7.9,,,,4.5,,70,,54,,5.8,-0.8,1018.1,,1026.6,,,
112,인천,2024-01-19 17:00,7.5,,,,4.8,,70,,53,,5.5,-1.4,1018.2,,1026.7,,,
112,인천,2024-01-19 18:00,6.6,,,,4.8,,70,,56,,5.5,-1.5,1018.7,,1027.3,,,
112,인천,2024-01-19 19:00,5.7,,,,5.2,,70,,57,,5.2,-2.1,1019.1,,1027.7,,,
112,인천,2024-01-19 20:00,5,,,,6.1,,70,,58,,5.1,-2.5,1019.7,,1028.3,,,
112,인천,2024-01-19 21:00,4.7,,,,5.8,,90,,60,,5.1,-2.4,1019.8,,1028.4,,,
112,인천,2024-01-19 22:00,4.4,,,,5.1,,70,,61,,5.1,-2.4,1019.9,,1028.5,,,
112,인천,2024-01-19 23:00,4.4,,,,4.8,,70,,60,,5,-2.7,1019.9,,1028.5,,,
112,인천,2024-01-20 0:00,4.3,,,,5,,70,,60,,5,-2.7,1019.8,,1028.4,,,
112,인천,2024-01-20 1:00,4.3,,,,6.3,,70,,60,,5,-2.7,1019.6,,1028.2,,,
112,인천,2024-01-20 2:00,4.2,,,,4.5,,70,,61,,5,-2.6,1019.5,,1028.1,,,
112,인천,2024-01-20 3:00,4.1,,,,5.4,,70,,62,,5.1,-2.5,1019.1,,1027.7,,,
112,인천,2024-01-20 4:00,4,,,,5.6,,70,,62,,5,-2.6,1018.8,,1027.4,,,
112,인천,2024-01-20 5:00,3.9,,,,5.5,,70,,62,,5,-2.7,1018.1,,1026.7,,,
112,인천,2024-01-20 6:00,3.8,,,,6,,70,,61,,4.9,-3,1017.9,,1026.5,,,
112,인천,2024-01-20 7:00,3.9,,,,5.2,,90,,61,,4.9,-2.9,1017.8,,1026.4,,,
112,인천,2024-01-20 8:00,3.9,,,,6.5,,70,,60,,4.9,-3.1,1017.5,,1026.1,,,
112,인천,2024-01-20 9:00,4.1,,,,6,,70,,59,,4.8,-3.2,1018.2,,1026.8,,,
112,인천,2024-01-20 10:00,4.2,,,,5.2,,70,,57,,4.7,-3.5,1018.3,,1026.9,,,
112,인천,2024-01-20 11:00,4.5,,,,4.9,,70,,55,,4.6,-3.7,1018.3,,1026.9,,,
112,인천,2024-01-20 12:00,4.5,,0,,6.9,,70,,57,,4.8,-3.2,1017.3,,1025.9,,,
112,인천,2024-01-20 13:00,4.2,,,9,5.9,,70,,64,,5.3,-2,1016.4,,1025,,,
112,인천,2024-01-20 14:00,4.3,,,9,6.2,,70,,66,,5.5,-1.5,1015.5,,1024.1,,,
112,인천,2024-01-20 15:00,4.2,,0,,5.3,,70,,67,,5.6,-1.3,1015.1,,1023.7,,,
112,인천,2024-01-20 16:00,4.2,,,9,4.4,,90,,70,,5.8,-0.7,1015.5,,1024.1,,,
112,인천,2024-01-20 17:00,2.9,,,9,5.2,,70,,83,,6.2,0.2,1015.5,,1024.2,,,
112,인천,2024-01-20 18:00,2.5,,0.2,,5.4,,70,,84,,6.1,0,1015.5,,1024.2,,,
112,인천,2024-01-20 19:00,2.1,,,9,5.5,,70,,86,,6.1,0,1015.8,,1024.5,,,
112,인천,2024-01-20 20:00,1.8,,,9,5.3,,70,,88,,6.1,0,1016.1,,1024.8,,,
112,인천,2024-01-20 21:00,1.8,,0.2,,4.8,,70,,85,,5.9,-0.4,1016.5,,1025.2,,,
112,인천,2024-01-20 22:00,1.8,,,9,2.5,,20,,88,,6.1,0,1016.5,,1025.2,,,
112,인천,2024-01-20 23:00,1.2,,,9,3.2,,20,,90,,6,-0.2,1016.2,,1024.9,,,
112,인천,2024-01-21 0:00,1,,0,,3.7,,20,,87,,5.7,-0.9,1016,,1024.7,,,
112,인천,2024-01-21 1:00,1,,,,3.4,,20,,83,,5.5,-1.5,1015.7,,1024.4,,,
